"Key","Item Type","Publication Year","Author","title","Publication Title","ISBN","ISSN","DOI","Url","abstract","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"D89XKC99","journalArticle","2021","Wagner, G; Anthoff, D; Cropper, M; Dietz, S; Gillingham, KT; Groom, B; Kelleher, JP; Moore, FC; Stock, JH","Eight priorities for calculating the social cost of carbon","NATURE","","0028-0836","10.1038/d41586-021-00441-0","","","2021-02-25","2023-09-26 16:12:01","2023-09-26 16:12:01","","548-550","","7847","590","","","","","","","","","","English","","","","WOS:000619815200001","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;28<br/>Total Times Cited:&nbsp;&nbsp;28<br/>Cited Reference Count:&nbsp;&nbsp;11</p>","","","Climate change; Government; Economics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XK7PU7PL","journalArticle","2021","Funk, C; Hoell, A; Mitchell, D","Editorial: Climate Science Advances to Address 21st Century Weather and Climate Extremes","FRONTIERS IN CLIMATE","","2624-9553","10.3389/fclim.2021.680291","","","2021-06-22","2023-09-26 16:12:01","2023-09-26 16:12:01","","","","","3","","","","","","","","","","English","","","","WOS:001023317200001","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;1<br/>Total Times Cited:&nbsp;&nbsp;1<br/>Cited Reference Count:&nbsp;&nbsp;14</p>","","","climate change; climate extremes; climate; climate service; early warning; weather extremes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ADDX4TSV","journalArticle","2022","Darjee, KB; Neupane, PR; Kohl, M","Do Local Perceptions of Climate Variability and Changes Correspond to Observed Climate Changes? A Comparative Study from Nepal as One of the Most Climate-Vulnerable Countries","WEATHER CLIMATE AND SOCIETY","","1948-8327","10.1175/WCAS-D-21-0081.1","","This study explored people's perceptions of climate change by conducting interviews and focus-group discussions with local residents of three ecological regions of Nepal, i.e., mountain, midhills, and lowland. Climatic measurements from meteorological stations of the regions were acquired for the period from 1988 to 2018. We compared the people's perception with trends and variabilities of observed temperature and rainfall patterns. The results showed that, over the last three decades, temperature and precipitation trends and variability between regions varied, largely corroborating the local experiences. The temperature increased in mountain, midhills, and lowland by 0.061 degrees, 0.063 degrees, and 0.017 degrees C yr(-1), respectively. In contrast, rainfall decreased by -9.7, -3.6, and -0.04 mm yr(-1) for the regions, respectively. Although the amount of rainfall decrease observed in the mountain was highest, its variability was found to be relatively low, and vice versa in lowland. Approximately 88% of interviewees perceived temperature rise, and 74% noticed rainfall decline. Local residents linked these changes with their livelihood activities, as exemplified by, for example, crop's quality and quantity and birds' migration. The results indicate that local understandings complement the scarce observational data and provide a reliable and additional foundation to determine changes in climatic variables. Moreover, the result infers that small changes in climate variables have noticeable implications on human behavior change. Therefore, besides active participation of local communities, integrating local understanding is crucial in developing climate change-related policies and strategies at local and national levels.","2022-01","2023-09-26 16:12:01","2023-09-26 16:12:01","","205-222","","1","14","","","","","","","","","","English","","","","WOS:000798742900014","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;1<br/>Total Times Cited:&nbsp;&nbsp;1<br/>Cited Reference Count:&nbsp;&nbsp;116</p>","","","RAINFALL; TEMPERATURE; RIVER-BASIN; Climate change; CHANGE IMPACTS; Temperature; Precipitation; Climate variability; FARMERS PERCEPTIONS; PRECIPITATION TRENDS; Trends; ADAPTATION STRATEGIES; LAND-SURFACE; SEASONAL VARIABILITY; VALLEY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5IVXUTIS","journalArticle","2022","Bhandary, RR","Climate mainstreaming via national climate funds: the experiences of Bangladesh and Ethiopia","CLIMATE AND DEVELOPMENT","","1756-5529","10.1080/17565529.2021.1921686","","A number of countries have established national climate funds to finance climate actions. This paper explores how these funds help to mainstream climate change and examines the barriers they encounter in the process. The analytical framework uses a process-based understanding of policy integration to examine how financial incentives are able to support climate mainstreaming. Methodologically, this paper examines the experience of the Bangladesh Climate Change Resilience Fund and Ethiopia's Climate Resilient Green Economy Facility. Policymakers, officials related to the funds, and other stakeholders were interviewed. This paper finds that national climate funds sought to achieve mainstreaming by engaging with sectoral ministries. Such engagement was expected to lead to changes in sectoral and system-wide policy goals and instruments. The three main approaches for sectoral engagement were: serving as implementing entities, participating in fund governance, and via in-house climate change units. The findings underscore how finance received by the funds shapes programming, how the lack of detailed plans limit the ability of policies to pull in the finance desired, and the inconsistent role played by climate change units. A disaggregated approach to climate mainstreaming allows us to identify where and how financial incentives can be useful.","2022-04-21","2023-09-26 16:12:01","2023-09-26 16:12:01","","311-320","","4","14","","","","","","","","","","English","","","","WOS:000656058100001","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;7<br/>Total Times Cited:&nbsp;&nbsp;7<br/>Cited Reference Count:&nbsp;&nbsp;24</p>","","","ADAPTATION; Climate change; POLICY; climate finance; policy integration; BLACK-BOX; climate mainstreaming; INTEGRATION; national climate funds","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VW8RWCP5","journalArticle","2021","Else, H","THE SCIENCE EVENTS TO WATCH FOR IN 2021","NATURE","","0028-0836","10.1038/d41586-020-03651-0","","Climate change and COVID-19 vaccines are among the themes set to shape research. Climate change and COVID-19 vaccines are among the themes set to shape research.","2021-01-07","2023-09-26 16:12:01","2023-09-26 16:12:01","","14-15","","7840","589","","","","","","","","","","English","","","","WOS:000605628500006","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;2<br/>Total Times Cited:&nbsp;&nbsp;3<br/>Cited Reference Count:&nbsp;&nbsp;0</p>","","","Climate change; Infection; Virology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PDPHAJ5N","journalArticle","2021","Kluczkovski, A; Lait, R; Martins, CA; Reynolds, C; Smith, P; Woffenden, Z; Lynch, J; Frankowska, A; Harris, F; Johnson, D; Halford, JCG; Cook, J; da Silva, JT; Rivera, XS; Huppet, JL; Lord, M; Mclaughlin, J; Bridle, S","Learning in lockdown: Using the COVID-19 crisis to teach children about food and climate change","NUTRITION BULLETIN","","1471-9827","10.1111/nbu.12489","","Food systems are significant sources of global greenhouse gas emissions (GHGE). Since emission intensity varies greatly between different foods, changing food choices towards those with lower GHGE could make an important contribution to mitigating climate change. Public engagement events offer an opportunity to communicate these multifaceted issues and raise awareness about the climate change impact of food choices. An interdisciplinary team of researchers was preparing food and climate change educational activities for summer 2020. However, the COVID-19 pandemic and lockdown disrupted these plans. In this paper, we report on shifting these events online over the month of June 2020. We discuss what we did and the reception to our online programme. We then reflect on and highlight issues that arose. These relate to: (1) the power dynamics of children, diet and climate change; (2) mental health, diet and COVID-19; (3) engaging the wider science, agriculture and food communities; (4) the benefits of being unfunded and the homemade nature of this programme; (5) the food system, STEAM (science, technology, engineering, arts and mathematics) and diversity; and (6) how our work fits into our ongoing journey of food and climate change education.","2021-06","2023-09-26 16:12:01","2023-09-26 16:12:01","","206-215","","2","46","","","","","","","","","","English","","","","WOS:000622176200001","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;3<br/>Total Times Cited:&nbsp;&nbsp;3<br/>Cited Reference Count:&nbsp;&nbsp;14</p>","","","climate change; IMPACT; education; food","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RCAZL8H4","journalArticle","2022","Ford, TW; Budikova, D; Wright, JD","Characterizing winter season severity in the Midwest United States, Part I: Climatology and recent trends","INTERNATIONAL JOURNAL OF CLIMATOLOGY","","0899-8418","10.1002/joc.7431","","Severe winter weather is a staple of Midwest United States (U.S.) climate and is an important natural hazard that has significant economic and environmental impacts. Winter season severity varies both spatially and temporally in the Midwest, and past studies have documented significant changes in Midwest winter characteristics, including increases in temperature and decreases in snow depth. In this study, we use the Accumulated Winter Season Severity Index (AWSSI) to characterize winter severity across the Midwest and assess its variability and change on various spatial and temporal scales during the 1951-2020 period. AWSSI is derived from daily records of snowfall (SF), snow depth (SD), maximum surface air temperature (TMAX), and minimum surface air temperature (TMIN) during the winter season. The daily total AWSSI index value reflects the sum of points accumulated from daily values of each of these four variables surpassing pre-determined thresholds, and the total season sum reflects the overall winter season severity. We find AWSSI provides a unique perspective by which to describe climatological differences in winter season character in the Midwest. Namely, over three quarters of winter season days accumulate points in the northern Midwest, compared to just over half in the southern Midwest. Meanwhile, the relative contribution of extreme winter days to total winter severity is much larger in the southern Midwest than farther north. In addition, we find overall winter season severity has significantly decreased at only a quarter of stations and the frequency of extreme winter days has significantly decreased at only a fifth of stations, despite widespread increases in winter daily maximum and minimum temperature. The results suggest Midwest U.S. winter season severity as described by the AWSSI has not significantly changed over the past 70 years.","2022-05","2023-09-26 16:12:24","2023-09-26 16:12:24","","3537-3552","","6","42","","","","","","","","","","English","","","","WOS:000716092600001","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;1<br/>Total Times Cited:&nbsp;&nbsp;1<br/>Cited Reference Count:&nbsp;&nbsp;53</p>","","","climate change; IMPACT; PROJECTIONS; COVER; INDEX; STORMS; HOMOGENIZATION; GREAT-LAKES; 20TH-CENTURY; LAKE-EFFECT SNOWFALL; Midwest; SNOWSTORMS; winter severity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"STRIF3DU","journalArticle","2022","Basch, CH; Yalamanchili, B; Fera, J","#Climate Change on TikTok: A Content Analysis of Videos","JOURNAL OF COMMUNITY HEALTH","","0094-5145","10.1007/s10900-021-01031-x","","Current day youth have an important role in climate activism, as the decisions and policies made now will have long lasting impacts on the climate and sustainability. Climate change is becoming an increasing concern for younger generations. As such, the purpose of this study was to describe content related to climate change on TikTok. This study included 100 English-language videos related to climate change featured on TikTok. The hashtag #climatechange was chosen because it had the most views of any related hashtag at the time of the study. The number of views, comments, and likes were recorded for each video. Each video was also observed for the presence of predetermined content characteristics. The 100 videos sampled collectively received 205,551,200 views, 40, 203,400 likes, and 666,089 comments. Only eight of the 100 videos included information from a reputable source. Only three of the characteristics were featured in a majority (> 50) of the videos. These were, presents climate change as real (93), affected populations (76), and climate anxiety/frustration (57). Videos mentioning natural disasters garnered 63,453,100 (30.87%) views, 14,245,200 (35.43%) likes, and 236,493 (35.50%) comments. In all, 73 of the 100 videos mentioned at least one environmental impact. Videos including this theme earned 156,677,200 (76.22%) views, 32,000,700 (79.60%) likes, and 563,195 (84.55%) comments. Social media platforms such as TikTok are important tools for understanding popular opinion regarding public health issues such as global climate change. However, the presence of credible professionals is essential on platforms such as TikTok to increase the chances that messaging is as comprehensive as time allows, while also being scientifically sound.","2022-02","2023-09-26 16:12:24","2023-09-26 16:12:24","","163-167","","1","47","","","","","","","","","","English","","","","WOS:000698152800001","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;12<br/>Total Times Cited:&nbsp;&nbsp;12<br/>Cited Reference Count:&nbsp;&nbsp;30</p>","","","Climate change; UNITED-STATES; HEALTH IMPACTS; Social media; TikTok","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K6UY43TN","journalArticle","2021","Mikhailov, AV; Perrone, L; Nusinov, AA","Thermospheric parameters' long-term variations over the period including the 24/25 solar cycle minimum. Whether the CO2 increase effects are seen?","JOURNAL OF ATMOSPHERIC AND SOLAR-TERRESTRIAL PHYSICS","","1364-6826","10.1016/j.jastp.2021.105739","","The CO2 concentration has been increasing for more than five decades reaching similar to 29 % at present with respect to the pre-industrial era. The largest CO2 cooling effects in the thermosphere are predicted for solar minimum conditions. A comparison of solar minima in 1954/1964 to the recent one in 2019 was used to check at the quantitative level the theoretical predictions and the validity of the CO2 cooling hypothesis. June monthly median noontime ionospheric observations at Moscow, Rome, and Slough/Chilton were used to infer neutral gas density rho, exospheric temperature T-ex, height of the F-2-layer maximum h(m)F(2), and total solar EUV flux for the (1954-2020) period. Solar and geomagnetic activity was shown to explain similar to 99 % of the whole variability in the retrieved neutral gas density and T-ex during the (1958-2020) period resulting in statistically insignificant residual linear trends. A comparison of 1954/1964 to 2019 solar minima does not confirm the theoretically predicted decrease of similar to 21 % in rho, similar to 15 K in T-ex, and similar to 7 km in h(m)F(2) related to a 29 % increase of the CO2 abundance. The main conclusion: despite continuous CO2 increase in the Earth's atmosphere long-term variations of ther-mospheric parameters are controlled by solar and geomagnetic activity.","2021-10-15","2023-09-26 16:12:24","2023-09-26 16:12:24","","","","","223","","","","","","","","","","English","","","","WOS:000693446600005","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;1<br/>Total Times Cited:&nbsp;&nbsp;1<br/>Cited Reference Count:&nbsp;&nbsp;66</p>","","","TRENDS; Climate change; REGION; CARBON-DIOXIDE; DAYTIME; F(O)F(1); FOF2; GEOMAGNETIC CONTROL; IONOSPHERIC E; Long-term trends; MESOSPHERE; UPPER-ATMOSPHERE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RMLVHKMB","journalArticle","2022","Blyde, JS; Ramirez, MA","Exporting and environmental performance: Where you export matters","JOURNAL OF INTERNATIONAL TRADE & ECONOMIC DEVELOPMENT","","0963-8199","10.1080/09638199.2021.2003424","","Empirical analyses that rely on micro-level panel data have found that exporters are generally less pollutant than non-exporters. While alternative explanations have been proposed, firm-level data has not been used to examine the role of destination markets behind the relationship between exports and pollution. In this paper, we argue that because consumers in high-income countries have higher valuations for clean environments than consumers in developing countries, exporters targeting high-income countries are more likely to improve their environmental outcomes than exporters targeting destinations where valuations for the environment are not high. Using a panel of firm-level data from Chile we find support to this hypothesis. A 10 percentage point increase in the share of exports to high-income countries is associated with a reduction in CO2 pollution intensity of about 16%. The results have important implications for firms in developing countries aiming to target high-income markets.","2022-07-04","2023-09-26 16:12:24","2023-09-26 16:12:24","","672-691","","5","31","","","","","","","","","","English","","","","WOS:000720761500001","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;2<br/>Total Times Cited:&nbsp;&nbsp;2<br/>Cited Reference Count:&nbsp;&nbsp;26</p>","","","climate change; IMPACT; emissions; environment; Exports; FIRMS; INTERNATIONAL-TRADE; REGULATIONS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HEMB9FCG","journalArticle","2022","Andrzejak, M; Auge, H; Korell, L; Knight, T","Effects of climate change and pollen supplementation on the reproductive success of two grassland plant species","ECOLOGY AND EVOLUTION","","2045-7758","10.1002/ece3.8501","","Climate change has the potential to alter plant reproductive success directly and indirectly through disruptions in animal pollination. Climate models project altered seasonal precipitation patterns, and thus, the effects of climate change on available resources and pollination services will depend on the season. Plants have evolved reproductive strategies to so they are not limited by either pollen or water availability in their reproductive success, and therefore, we expect that the disruption of climate change might cause plants to be more pollen limited in seasons that become wetter than they were historically. In this study, we conducted a pollen supplementation experiment within the Global Change Experiment Facility (GCEF) in Central Germany. The GCEF experimentally manipulates future climate based on a realistic scenario of climate change for the region (drier summers and wetter springs and falls) in a native grassland ecosystem. We quantified seed production of two perennial species Dianthus carthusianorum and Scabiosa ochroleuca in response to pollination treatments (control, supplement), climate treatments (ambient and future) and season (summer and fall). Dianthus carthusianorum produced more seeds in future climate conditions independent of the season, but only when given supplemental pollen. Both species showed an increased reproduction in summer compared with the fall. We did not find evidence for our specific expectation of higher pollen limitation in the future climate and fall season (i.e., no three-way interaction pollination x season x climate), which might be explained by the high-drought tolerance and generalized pollination of our focal plant species. We conclude that plant reproductive success has the potential to change with changing climates and that this change will depend on how pollinator services change in the future. We offer many suggestions for future studies that are necessary to understand the context dependence and underlying mechanisms of plant reproductive responses to climate.","2022-01","2023-09-26 16:12:24","2023-09-26 16:12:24","","","","1","12","","","","","","","","","","English","","","","WOS:000747845400077","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;2<br/>Total Times Cited:&nbsp;&nbsp;2<br/>Cited Reference Count:&nbsp;&nbsp;56</p>","","","climate change; TEMPERATURE; PRECIPITATION; PATTERNS; GROWTH; GERMANY; FLOWERING PLANTS; LIMITATION; LIMITS; pollen supplementation; pollination; POLLINATORS; RESOURCE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4UXMUFV5","journalArticle","2021","Ramachandran, V","Blanket bans on fossil-fuel funds will entrench poverty","NATURE","","0028-0836","10.1038/d41586-021-01020-z","","Africa needs reliable energy infrastructure, not rich-world hypocrisy. Africa needs reliable energy infrastructure, not rich-world hypocrisy.","2021-04-22","2023-09-26 16:12:24","2023-09-26 16:12:24","","489-489","","7855","592","","","","","","","","","","English","","","","WOS:000641809600001","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;5<br/>Total Times Cited:&nbsp;&nbsp;5<br/>Cited Reference Count:&nbsp;&nbsp;0</p>","","","Climate change; Policy; Developing world","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"95RE9EW4","journalArticle","2021","Morton, T","Contesting Coal, Contesting Climate: Materializing the Social Drama of Climate Change in Australia and Germany","ENVIRONMENTAL COMMUNICATION-A JOURNAL OF NATURE AND CULTURE","","1752-4032","10.1080/17524032.2020.1865428","","A key challenge for climate communication is to materialize the climate crisis experientially and create an embedded climate politics which targets the causes of climate change at source. Since 2009, the climate movement has sought to keep coal, the principle contributor to global heating, in the ground, confronting the entrenched power of the coal-industrial complex at the places where it is extracted. This article analyzes data from extended ethnographic research at two such sites, on the Liverpool Plains in Australia and the Lausitz (Lusatia) in Eastern Germany. In both locations, farmers, villagers, citizens' initiatives, Indigenous groups, and climate activists engaged in a process of ""strategic communing"" in a shared struggle to protect their homes, fields, and forests from coal mining. I focus on the shared narratives which emerged from this process and analyze them applying Smith and Howe's concept of climate change as ""social drama."" This analysis reveals how small-scale struggles against coal mining, and the scripts or storylines employed by different actors, can make the sites of struggle morally meaningful in the drama of climate change. Such struggles, I argue, are themselves an important theater in which the global risk of climate change is staged. They foster solidarity between different actors and allow the emergence of exemplary narratives, ""shared storylines"" of resistance to the fossil-fuel economy and agitation for climate action.","2021-05-19","2023-09-26 16:12:24","2023-09-26 16:12:24","","465-481","","4","15","","","","","","","","","","English","","","","WOS:000611630700001","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;1<br/>Total Times Cited:&nbsp;&nbsp;1<br/>Cited Reference Count:&nbsp;&nbsp;67</p>","","","Climate change; climate movement; climate communication; protest; coal; place; social drama","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XGFM7NPF","journalArticle","2021","Quealy, HM; Yates, JS","Situated adaptation: Tackling the production of vulnerability through transformative action in Sri Lanka's Dry Zone","GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS","","0959-3780","10.1016/j.gloenvcha.2021.102374","","Drawing attention to the production of vulnerability across scales in Sri Lanka, we contribute to knowledge of why certain people and social groups are vulnerable. We build our contribution on the theoretical application of 'situated adaptation'. A situated analytical approach identifies, assesses, and responds to the everyday realities and politics of those living in climate changed environments. It highlights uneven geographies of vulnerability and opportunity, while identifying new imaginations and possibilities for transformative action that counter the production of vulnerability. We illustrate the utility of 'situated adaptation' by filling an empirical gap relating to experiences of political-economic and environmental change in Sri Lanka's Dry Zone. We detail situated experiences by drawing on field research in the Anuradhapura District, revealing how the lives and livelihoods of farmer participants are structured by a productivity-vulnerability paradox. We demonstrate how a prevalent adaptation-development paradigm (whereby development and adaptation programs co-exist in theory and practice) is unable to address the structural drivers of vulnerability in Sri Lanka's Dry Zone. A situated adaptation approach both explains why this is the case and highlights opportunities for alternative transformative actions, potentially identifying a more democratic and egalitarian politics of co-determining socionatural change.","2021-11","2023-09-26 16:12:24","2023-09-26 16:12:24","","","","","71","","","","","","","","","","English","","","","WOS:000709738200004","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;4<br/>Total Times Cited:&nbsp;&nbsp;4<br/>Cited Reference Count:&nbsp;&nbsp;104</p>","","","Climate change; FOOD SECURITY; CONTEXT; IMPACTS; RESILIENCE; Vulnerability; POWER; POLICY; CLIMATE-CHANGE ADAPTATION; POLITICS; GEOGRAPHIES; AUTHORITY; Climate politics; Climate-resilient development; Situated adaptation; Transformation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5BDLBT36","journalArticle","2022","Adego, T; Woldie, GA","The complementarity and determinants of adoption of climate change adaptation strategies: evidence from smallholder farmers in Northwest Ethiopia","CLIMATE AND DEVELOPMENT","","1756-5529","10.1080/17565529.2021.1943296","","In response to climate change, farmers implement various adaptation strategies. This study aimed at investigating the factors that determine adaptation choices using multivariate and ordered econometric models. It also examined the complementarity and substitutability of adaptation strategies using primary data collected from 383 smallholder farmers in North-Western Ethiopia. Our findings revealed adoption complimentary but no evidence of substitutability among adaptation strategies. The multivariate probit model estimation showed that household heads education level, gender, farmland soil fertility, access to extension service, credit access, climate information and key assets ownership are the key determinants of adoptions. The likelihood of adoption decreased when average long-term rainfall increased. In terms of the interaction effect between gender and access to credit, the study found that women-headed households with access to credit were more likely to use a higher number of adaptation strategies relative to women-headed households without access to credit. The significant factors for each strategy were different that entails how important it is to consider their unique characteristics in policy design and interventions. As per the finding, policy makers should consider gender-disaggregated interventions. It is also highly imperative to increase information access, basic education and extension service to boost farmers' adaptation practices.","2022-05-28","2023-09-26 16:12:23","2023-09-26 16:12:23","","487-498","","5","14","","","","","","","","","","English","","","","WOS:000670175200001","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;2<br/>Total Times Cited:&nbsp;&nbsp;2<br/>Cited Reference Count:&nbsp;&nbsp;64</p>","","","SOIL; RISK; climate change impact; climate change adaptation; PERCEPTIONS; Adoption complementarity; adoption substitutability; climate and development; Northwest Ethiopia; Rib watershed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E6BXI89Z","journalArticle","2021","Dance, A; Berger, J","Where I work Amber Dance","NATURE","","0028-0836","10.1038/d41586-021-02429-2","","","2021-09-09","2023-09-26 16:12:23","2023-09-26 16:12:23","","296-296","","7875","597","","","","","","","","","","English","","","","WOS:000695550700010","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;0<br/>Total Times Cited:&nbsp;&nbsp;0<br/>Cited Reference Count:&nbsp;&nbsp;0</p>","","","Climate change; Careers; Conservation biology","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WL5TWV86","journalArticle","2021","Zhang, C; Wu, SH; Deng, Y; Chou, JM","How the Updated Earth System Models Project Terrestrial Gross Primary Productivity in China under 1.5 and 2 degrees C Global Warming","SUSTAINABILITY","","2071-1050","10.3390/su132111744","","Three Earth system models (ESMs) from the Coupled Model Intercomparison Project phase 6 (CMIP6) were chosen to project ecosystem changes under 1.5 and 2 degrees C global warming targets in the Shared Socioeconomic Pathway 4.5 W m(-2) (SSP245) scenario. Annual terrestrial gross primary productivity (GPP) was taken as the representative ecological indicator of the ecosystem. Under 1.5 degrees C global warming, GPP in four climate zones-i.e., temperate continental; temperate monsoonal; subtropical-tropical monsoonal; high-cold Tibetan Plateau-showed a marked increase, the smallest magnitude of which was around 12.3%. The increase was greater under 2 degrees C of global warming, which suggests that from the perspective of ecosystem productivity, global warming poses no ecological risk in China. Specifically, in comparison with historical GPP (1986-2005), under 1.5 degrees C global warming GPP was projected to increase by 16.1-23.8% in the temperate continental zone, 12.3-16.1% in the temperate monsoonal zone, 12.5-14.7% in the subtropical-tropical monsoonal zone, and 20.0-37.0% on the Tibetan Plateau. Under 2 degrees C global warming, the projected GPP increase was 23.0-34.3% in the temperate continental zone, 21.2-24.4% in the temperate monsoonal zone, 16.1-28.4% in the subtropical-tropical monsoonal zone, and 28.4-63.0% on the Tibetan Plateau. The GPP increase contributed by climate change was further quantified and attributed. The ESM prediction from the Max Planck Institute suggested that the climate contribution could range from -12.8% in the temperate continental zone up to 61.1% on the Tibetan Plateau; however, the ESMs differed markedly regarding their climate contribution to GPP change. Although precipitation has a higher sensitivity coefficient, temperature generally plays a more important role in GPP change, primarily because of the larger relative change in temperature in comparison with that of precipitation.","2021-11","2023-09-26 16:12:23","2023-09-26 16:12:23","","","","21","13","","","","","","","","","","English","","","","WOS:000718582500001","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;0<br/>Total Times Cited:&nbsp;&nbsp;0<br/>Cited Reference Count:&nbsp;&nbsp;37</p>","","","climate change; TEMPERATURE; VARIABILITY; CMIP6; PRECIPITATION; RESPONSES; CLIMATE; CMIP5; REGION; PATTERNS; COVARIATION; ESM; GPP; REANALYSES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IVD63S64","journalArticle","2021","Chen, GF; Lv, YD; Zhang, YZ; Yang, MQ","Carbonation depth predictions in concrete structures under changing climate condition in China","ENGINEERING FAILURE ANALYSIS","","1350-6307","10.1016/j.engfailanal.2020.104990","","Significant changes have taken place in the global climate, especially in terms of carbon dioxide (CO2) concentration, temperature and humidity. The increase in CO2 levels and temperature will increase the likelihood of concrete carbonation-induced corrosion. Based on the prediction of climate change trend in the 21st century by the fifth assessment report of the Intergovernmental Panel on Climate Change and the climate observation records in different climatic areas, a modified carbonation model considering climate change is proposed. Then the carbonation depth was carried out through actual engineering examples in three typical Chinese cities (Harbin, Qingdao and Ningbo). The results showed that the model calculation was in good agreement with the situ results. It was concluded that climate change will result in much higher carbonation depths in the long term, effect of climate change on existing and new reinforced concrete structures should be considerable.","2021-01","2023-09-26 16:12:23","2023-09-26 16:12:23","","","","","119","","","","","","","","","","English","","","","WOS:000597339700001","","","","<p>Times Cited in Web of Science Core Collection:&nbsp;&nbsp;11<br/>Total Times Cited:&nbsp;&nbsp;11<br/>Cited Reference Count:&nbsp;&nbsp;30</p>","","","Climate change; MODEL; CONTEXT; INFRASTRUCTURE; DURABILITY; Carbonation; Concrete; Corrosion; CORROSION","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
